banks,window,variant,pattern,size,twotc,seed,completion
2,10d,dap_case,Uniform,200,20%,0,77.66183029085497
2,10d,dap_case,Uniform,200,20%,1,75.66066503653789
2,10d,dap_case,Uniform,200,20%,2,76.39864736676063
2,10d,dap_case,Uniform,200,20%,3,77.9553969657066
2,10d,dap_case,Uniform,200,20%,4,78.73421544325906
2,10d,dap_case,Uniform,200,20%,5,76.52725346019044
2,10d,dap_case,Uniform,200,20%,6,74.33651092602778
2,10d,dap_case,Uniform,200,20%,7,75.60349477671032
2,10d,dap_case,Uniform,200,20%,8,76.8092311251761
2,10d,dap_case,Uniform,200,20%,9,77.27838674355812
2,10d,dap_case,Uniform,200,30%,0,76.31168962156552
2,10d,dap_case,Uniform,200,30%,1,76.20364092955687
2,10d,dap_case,Uniform,200,30%,2,76.34359931234077
2,10d,dap_case,Uniform,200,30%,3,76.59885274709093
2,10d,dap_case,Uniform,200,30%,4,77.17083194084294
2,10d,dap_case,Uniform,200,30%,5,76.13741781745225
2,10d,dap_case,Uniform,200,30%,6,76.4403427425778
2,10d,dap_case,Uniform,200,30%,7,77.28725813090222
2,10d,dap_case,Uniform,200,30%,8,75.99686380800682
2,10d,dap_case,Uniform,200,30%,9,76.8873746673535
2,10d,dap_case,Uniform,300,10%,0,77.64804100262721
2,10d,dap_case,Uniform,300,10%,1,76.23151652381591
2,10d,dap_case,Uniform,300,10%,2,78.46327504321657
2,10d,dap_case,Uniform,300,10%,3,76.51027346445157
2,10d,dap_case,Uniform,300,10%,4,78.46797146616754
2,10d,dap_case,Uniform,300,10%,5,78.72301603276456
2,10d,dap_case,Uniform,300,10%,6,76.70886448522577
2,10d,dap_case,Uniform,300,10%,7,75.69212918853316
2,10d,dap_case,Uniform,300,10%,8,76.72473128782103
2,10d,dap_case,Uniform,300,10%,9,74.23950214069669
2,10d,dap_case,Uniform,300,20%,0,76.64098533576751
2,10d,dap_case,Uniform,300,20%,1,76.46481159816072
2,10d,dap_case,Uniform,300,20%,2,76.897724154803
2,10d,dap_case,Uniform,300,20%,3,76.54974348872098
2,10d,dap_case,Uniform,300,20%,4,74.70511372303643
2,10d,dap_case,Uniform,300,20%,5,75.33623290335373
2,10d,dap_case,Uniform,300,20%,6,78.01407564549821
2,10d,dap_case,Uniform,300,20%,7,76.08940747114553
2,10d,dap_case,Uniform,300,20%,8,77.42065455129078
2,10d,dap_case,Uniform,300,20%,9,75.12987028035336
2,10d,dap_case,Uniform,300,30%,0,76.12707863766751
2,10d,dap_case,Uniform,300,30%,1,75.68940960751115
2,10d,dap_case,Uniform,300,30%,2,78.62620963155024
2,10d,dap_case,Uniform,300,30%,3,76.99772754267687
2,10d,dap_case,Uniform,300,30%,4,77.7095085766273
2,10d,dap_case,Uniform,300,30%,5,78.38546722423106
2,10d,dap_case,Uniform,300,30%,6,75.69200026094474
2,10d,dap_case,Uniform,300,30%,7,75.59150965056953
2,10d,dap_case,Uniform,300,30%,8,77.30136191039962
2,10d,dap_case,Uniform,300,30%,9,75.63575107003247
2,10d,dap_case,Uniform,400,10%,0,74.68560215992883
2,10d,dap_case,Uniform,400,10%,1,78.19558330501924
2,10d,dap_case,Uniform,400,10%,2,78.12604885151163
2,10d,dap_case,Uniform,400,10%,3,76.8255461421095
2,10d,dap_case,Uniform,400,10%,4,76.40051865224089
2,10d,dap_case,Uniform,400,10%,5,76.80980888059463
2,10d,dap_case,Uniform,400,10%,6,77.89149891208059
2,10d,dap_case,Uniform,400,10%,7,75.41054334960126
2,10d,dap_case,Uniform,400,10%,8,76.49714084120143
2,10d,dap_case,Uniform,400,10%,9,74.57100519594852
2,10d,dap_case,Uniform,400,20%,0,76.69470634101332
2,10d,dap_case,Uniform,400,20%,1,74.89964603851892
2,10d,dap_case,Uniform,400,20%,2,75.9317767027094
2,10d,dap_case,Uniform,400,20%,3,76.8287849045708
2,10d,dap_case,Uniform,400,20%,4,77.79461272518742
2,10d,dap_case,Uniform,400,20%,5,76.99678700208484
2,10d,dap_case,Uniform,400,20%,6,77.28011629944966
2,10d,dap_case,Uniform,400,20%,7,75.25958154292105
2,10d,dap_case,Uniform,400,20%,8,74.34320694294789
2,10d,dap_case,Uniform,400,20%,9,74.27569218776483
2,10d,dap_case,Uniform,400,30%,0,78.72055269834914
2,10d,dap_case,Uniform,400,30%,1,75.06478277907584
2,10d,dap_case,Uniform,400,30%,2,77.726500781098
2,10d,dap_case,Uniform,400,30%,3,77.25617997279507
2,10d,dap_case,Uniform,400,30%,4,77.12541785081403
2,10d,dap_case,Uniform,400,30%,5,75.74195516090077
2,10d,dap_case,Uniform,400,30%,6,78.73307960225223
2,10d,dap_case,Uniform,400,30%,7,77.8266533716662
2,10d,dap_case,Uniform,400,30%,8,76.04891407345708
2,10d,dap_case,Uniform,400,30%,9,75.1788274858764
2,10d,dap_fpr,Uniform,200,10%,0,77.18736398800178
2,10d,dap_fpr,Uniform,200,10%,1,76.2874756008869
2,10d,dap_fpr,Uniform,200,10%,2,78.38746309098812
2,10d,dap_fpr,Uniform,200,10%,3,77.08632260929828
2,10d,dap_fpr,Uniform,200,10%,4,76.70381540378952
2,10d,dap_fpr,Uniform,200,10%,5,75.2432978648372
2,10d,dap_fpr,Uniform,200,10%,6,75.74288123972228
2,10d,dap_fpr,Uniform,200,10%,7,79.5991566602275
2,10d,dap_fpr,Uniform,200,10%,8,76.3195947292
2,10d,dap_fpr,Uniform,200,10%,9,77.77444471400725
2,10d,dap_fpr,Uniform,200,20%,0,77.65391522946058
2,10d,dap_fpr,Uniform,200,20%,1,75.47557608505926
2,10d,dap_fpr,Uniform,200,20%,2,77.13830022825381
2,10d,dap_fpr,Uniform,200,20%,3,74.47475279330561
2,10d,dap_fpr,Uniform,200,20%,4,75.29267925502916
2,10d,dap_fpr,Uniform,200,20%,5,76.85721293189175
2,10d,dap_fpr,Uniform,200,20%,6,76.41996727465816
2,10d,dap_fpr,Uniform,200,20%,7,76.80187300232754
2,10d,dap_fpr,Uniform,200,20%,8,75.52749291772142
2,10d,dap_fpr,Uniform,200,20%,9,76.6300486284541
2,10d,dap_fpr,Uniform,200,30%,0,77.53059045838332
2,10d,dap_fpr,Uniform,200,30%,1,77.04038439444533
2,10d,dap_fpr,Uniform,200,30%,2,77.44110916325022
2,10d,dap_fpr,Uniform,200,30%,3,77.42535365716226
2,10d,dap_fpr,Uniform,200,30%,4,77.11621863214533
2,10d,dap_fpr,Uniform,200,30%,5,75.34623027432067
2,10d,dap_fpr,Uniform,200,30%,6,76.88493280471037
2,10d,dap_fpr,Uniform,200,30%,7,77.95707017325255
2,10d,dap_fpr,Uniform,200,30%,8,75.60499520960435
2,10d,dap_fpr,Uniform,200,30%,9,78.0517976357151
2,10d,dap_fpr,Uniform,300,10%,0,77.57088627723559
2,10d,dap_fpr,Uniform,300,10%,1,75.78717854234965
2,10d,dap_fpr,Uniform,300,10%,2,75.79459616047271
2,10d,dap_fpr,Uniform,300,10%,3,79.04626150501917
2,10d,dap_fpr,Uniform,300,10%,4,75.0174636090868
2,10d,dap_fpr,Uniform,300,10%,5,78.14601421529322
2,10d,dap_fpr,Uniform,300,10%,6,76.5354314580919
2,10d,dap_fpr,Uniform,300,10%,7,76.43353843931436
2,10d,dap_fpr,Uniform,300,10%,8,76.70967571571188
2,10d,dap_fpr,Uniform,300,10%,9,78.2896160021975
2,10d,dap_fpr,Uniform,300,20%,0,77.7130596905814
2,10d,dap_fpr,Uniform,300,20%,1,75.36993735982483
2,10d,dap_fpr,Uniform,300,20%,2,75.58506943527308
2,10d,dap_fpr,Uniform,300,20%,3,79.12235130436025
2,10d,dap_fpr,Uniform,300,20%,4,78.0517051991087
2,10d,dap_fpr,Uniform,300,20%,5,77.6603434468482
2,10d,dap_fpr,Uniform,300,20%,6,74.81918393479855
2,10d,dap_fpr,Uniform,300,20%,7,75.57788157672792
2,10d,dap_fpr,Uniform,300,20%,8,76.78074006141429
2,10d,dap_fpr,Uniform,300,20%,9,76.490002497391
2,10d,dap_fpr,Uniform,300,30%,0,76.3807799412629
2,10d,dap_fpr,Uniform,300,30%,1,76.35044148102507
2,10d,dap_fpr,Uniform,300,30%,2,75.81723751569945
2,10d,dap_fpr,Uniform,300,30%,3,74.34808171549972
2,10d,dap_fpr,Uniform,300,30%,4,75.32915186576778
2,10d,dap_fpr,Uniform,300,30%,5,75.4913762637203
2,10d,dap_fpr,Uniform,300,30%,6,75.26967136257711
2,10d,dap_fpr,Uniform,300,30%,7,77.20830813478975
2,10d,dap_fpr,Uniform,300,30%,8,77.53453407580739
2,10d,dap_fpr,Uniform,300,30%,9,77.77260780212224
2,10d,dap_fpr,Uniform,400,10%,0,77.89633615463414
2,10d,dap_fpr,Uniform,400,10%,1,76.1473109273123
2,10d,dap_fpr,Uniform,400,10%,2,76.76420072338959
2,10d,dap_fpr,Uniform,400,10%,3,77.86505071893373
2,10d,dap_fpr,Uniform,400,10%,4,76.98145099782532
2,10d,dap_fpr,Uniform,400,10%,5,77.26336911119114
2,10d,dap_fpr,Uniform,400,10%,6,77.38478573357119
2,10d,dap_fpr,Uniform,400,10%,7,75.4018103930762
2,10d,dap_fpr,Uniform,400,10%,8,76.52977091853754
2,10d,dap_fpr,Uniform,400,10%,9,77.28551697485432
2,10d,dap_fpr,Uniform,400,20%,0,76.92964455790742
2,10d,dap_fpr,Uniform,400,20%,1,77.37798868514554
2,10d,dap_fpr,Uniform,400,20%,2,74.91034615574591
2,10d,dap_fpr,Uniform,400,20%,3,76.34780756253993
2,10d,dap_fpr,Uniform,400,20%,4,76.26031938384814
2,10d,dap_fpr,Uniform,400,20%,5,76.76603875153046
2,10d,dap_fpr,Uniform,400,20%,6,77.93634413435241
2,10d,dap_fpr,Uniform,400,20%,7,75.78248966429985
2,10d,dap_fpr,Uniform,400,20%,8,76.07524098971294
2,10d,dap_fpr,Uniform,400,20%,9,75.6181348063579
2,10d,dap_fpr,Uniform,400,30%,0,75.08148043148029
2,10d,dap_fpr,Uniform,400,30%,1,76.19141373413257
2,10d,dap_fpr,Uniform,400,30%,2,74.81426782292075
2,10d,dap_fpr,Uniform,400,30%,3,75.82509519984316
2,10d,dap_fpr,Uniform,400,30%,4,77.9166844102209
2,10d,dap_fpr,Uniform,400,30%,5,76.36141814403855
2,10d,dap_fpr,Uniform,400,30%,6,76.88323738105777
2,10d,dap_fpr,Uniform,400,30%,7,76.2574641108013
2,10d,dap_fpr,Uniform,400,30%,8,76.43719701016725
2,10d,dap_fpr,Uniform,400,30%,9,77.31745277238251
2,10d,case_only,Uniform,200,10%,0,72.46026559515612
2,10d,case_only,Uniform,200,10%,1,73.14644657327148
2,10d,case_only,Uniform,200,10%,2,73.0109269587581
2,10d,case_only,Uniform,200,10%,3,72.00724784673807
2,10d,case_only,Uniform,200,10%,4,71.41107803280161
2,10d,case_only,Uniform,200,10%,5,72.31593285392184
2,10d,case_only,Uniform,200,10%,6,73.24411965199194
2,10d,case_only,Uniform,200,10%,7,71.1322665266363
2,10d,case_only,Uniform,200,10%,8,72.7599450998976
2,10d,case_only,Uniform,200,10%,9,71.18597930187957
2,10d,case_only,Uniform,200,20%,0,72.6048319888405
2,10d,case_only,Uniform,200,20%,1,72.12559457535181
2,10d,case_only,Uniform,200,20%,2,72.34387275259434
2,10d,case_only,Uniform,200,20%,3,72.3004659362078
2,10d,case_only,Uniform,200,20%,4,72.06465269354403
2,10d,case_only,Uniform,200,20%,5,72.00670030913913
2,10d,case_only,Uniform,200,20%,6,72.42977319839125
2,10d,case_only,Uniform,200,20%,7,73.18531408289806
2,10d,case_only,Uniform,200,20%,8,71.959240646783
2,10d,case_only,Uniform,200,20%,9,72.74840437313554
2,10d,case_only,Uniform,200,30%,0,72.10606158175116
2,10d,case_only,Uniform,200,30%,1,72.30329575014804
2,10d,case_only,Uniform,200,30%,2,71.78930260781854
2,10d,case_only,Uniform,200,30%,3,72.01054086397413
2,10d,case_only,Uniform,200,30%,4,72.82810432793197
2,10d,case_only,Uniform,200,30%,5,71.19464870725712
2,10d,case_only,Uniform,200,30%,6,73.58549207422111
2,10d,case_only,Uniform,200,30%,7,73.35528997091242
2,10d,case_only,Uniform,200,30%,8,71.74850149264111
2,10d,case_only,Uniform,200,30%,9,72.37835942541999
2,10d,case_only,Uniform,300,10%,0,72.070866175495
2,10d,case_only,Uniform,300,10%,1,74.64489388280124
2,10d,case_only,Uniform,300,10%,2,74.84939277472793
2,10d,case_only,Uniform,300,10%,3,71.94259845697395
2,10d,case_only,Uniform,300,10%,4,71.77862302855344
2,10d,case_only,Uniform,300,10%,5,72.34914859234127
2,10d,case_only,Uniform,300,10%,6,73.38307139115291
2,10d,case_only,Uniform,300,10%,7,70.75739918271607
2,10d,case_only,Uniform,300,10%,8,73.0469521493341
2,10d,case_only,Uniform,300,10%,9,73.37985094615604
2,10d,case_only,Uniform,300,20%,0,74.59153902588787
2,10d,case_only,Uniform,300,20%,1,72.38750809998506
2,10d,case_only,Uniform,300,20%,2,72.52501321142199
2,10d,case_only,Uniform,300,20%,3,73.7652519574937
2,10d,case_only,Uniform,300,20%,4,72.7359213045521
2,10d,case_only,Uniform,300,20%,5,71.90369836609209
2,10d,case_only,Uniform,300,20%,6,71.07631310717566
2,10d,case_only,Uniform,300,20%,7,71.93477863339997
2,10d,case_only,Uniform,300,20%,8,71.62739115260463
2,10d,case_only,Uniform,300,20%,9,72.68518796211924
2,10d,case_only,Uniform,300,30%,0,71.95157097295007
2,10d,case_only,Uniform,300,30%,1,70.44289427269958
2,10d,case_only,Uniform,300,30%,2,72.4489901423636
2,10d,case_only,Uniform,300,30%,3,73.15567899124505
2,10d,case_only,Uniform,300,30%,4,72.85085303777416
2,10d,case_only,Uniform,300,30%,5,71.9981242901559
2,10d,case_only,Uniform,300,30%,6,72.32461612524574
2,10d,case_only,Uniform,300,30%,7,71.87316743281961
2,10d,case_only,Uniform,300,30%,8,73.1423469684802
2,10d,case_only,Uniform,300,30%,9,72.37451158323863
2,10d,case_only,Uniform,400,10%,0,74.86200551741598
2,10d,case_only,Uniform,400,10%,1,71.72929567482997
2,10d,case_only,Uniform,400,10%,2,73.3474392153636
2,10d,case_only,Uniform,400,10%,3,72.35763456004054
2,10d,case_only,Uniform,400,10%,4,72.4082317609767
2,10d,case_only,Uniform,400,10%,5,73.40189156276269
2,10d,case_only,Uniform,400,10%,6,71.0720781003335
2,10d,case_only,Uniform,400,10%,7,72.57887412125153
2,10d,case_only,Uniform,400,10%,8,73.03318405513564
2,10d,case_only,Uniform,400,10%,9,73.37208083383831
2,10d,case_only,Uniform,400,20%,0,72.35203324630828
2,10d,case_only,Uniform,400,20%,1,72.33837894837741
2,10d,case_only,Uniform,400,20%,2,72.04396752823422
2,10d,case_only,Uniform,400,20%,3,72.63185278696712
2,10d,case_only,Uniform,400,20%,4,71.35098933004107
2,10d,case_only,Uniform,400,20%,5,72.63452241902253
2,10d,case_only,Uniform,400,20%,6,72.19635790252248
2,10d,case_only,Uniform,400,20%,7,73.04759613141309
2,10d,case_only,Uniform,400,20%,8,73.49964035935793
2,10d,case_only,Uniform,400,20%,9,73.54022252153936
2,10d,case_only,Uniform,400,30%,0,72.00523325806553
2,10d,case_only,Uniform,400,30%,1,72.36566969991236
2,10d,case_only,Uniform,400,30%,2,73.00771300531501
2,10d,case_only,Uniform,400,30%,3,71.60434366366808
2,10d,case_only,Uniform,400,30%,4,72.17635155406728
2,10d,case_only,Uniform,400,30%,5,73.19079062725396
2,10d,case_only,Uniform,400,30%,6,72.58259025377934
2,10d,case_only,Uniform,400,30%,7,73.76011725273996
2,10d,case_only,Uniform,400,30%,8,72.03794944780337
2,10d,case_only,Uniform,400,30%,9,71.89938250849141
2,10d,dap_only,Uniform,200,10%,0,72.0951311387661
2,10d,dap_only,Uniform,200,10%,1,72.25361920369306
2,10d,dap_only,Uniform,200,10%,2,73.44570797238019
2,10d,dap_only,Uniform,200,10%,3,73.31194639579496
2,10d,dap_only,Uniform,200,10%,4,74.86845540271146
2,10d,dap_only,Uniform,200,10%,5,76.71765494399892
2,10d,dap_only,Uniform,200,10%,6,72.98477877785457
2,10d,dap_only,Uniform,200,10%,7,71.77931647019021
2,10d,dap_only,Uniform,200,10%,8,72.99937216906045
2,10d,dap_only,Uniform,200,10%,9,76.23207817751134
2,10d,dap_only,Uniform,200,20%,0,72.9055215994323
2,10d,dap_only,Uniform,200,20%,1,75.76256410097402
2,10d,dap_only,Uniform,200,20%,2,70.33977558400005
2,10d,dap_only,Uniform,200,20%,3,73.62328271064116
2,10d,dap_only,Uniform,200,20%,4,71.99070254937571
2,10d,dap_only,Uniform,200,20%,5,72.56754459131679
2,10d,dap_only,Uniform,200,20%,6,73.55365916785803
2,10d,dap_only,Uniform,200,20%,7,73.81432428415921
2,10d,dap_only,Uniform,200,20%,8,75.08815250904358
2,10d,dap_only,Uniform,200,20%,9,73.00288663922224
2,10d,dap_only,Uniform,200,30%,0,72.1784828826274
2,10d,dap_only,Uniform,200,30%,1,69.35827918539648
2,10d,dap_only,Uniform,200,30%,2,74.00115774998545
2,10d,dap_only,Uniform,200,30%,3,76.14702805658865
2,10d,dap_only,Uniform,200,30%,4,73.7252944179048
2,10d,dap_only,Uniform,200,30%,5,72.13941788070547
2,10d,dap_only,Uniform,200,30%,6,75.15645331273532
2,10d,dap_only,Uniform,200,30%,7,74.34825072172019
2,10d,dap_only,Uniform,200,30%,8,72.73884357591618
2,10d,dap_only,Uniform,200,30%,9,72.61671910689239
2,10d,dap_only,Uniform,300,10%,0,72.42168516931743
2,10d,dap_only,Uniform,300,10%,1,74.19227044402605
2,10d,dap_only,Uniform,300,10%,2,73.80339635052557
2,10d,dap_only,Uniform,300,10%,3,73.44788187244879
2,10d,dap_only,Uniform,300,10%,4,72.59840507956103
2,10d,dap_only,Uniform,300,10%,5,75.1388221489003
2,10d,dap_only,Uniform,300,10%,6,71.19103349199021
2,10d,dap_only,Uniform,300,10%,7,73.47000584724351
2,10d,dap_only,Uniform,300,10%,8,72.95122254480299
2,10d,dap_only,Uniform,300,10%,9,73.6877300560434
2,10d,dap_only,Uniform,300,20%,0,73.87300452855892
2,10d,dap_only,Uniform,300,20%,1,71.2989215118195
2,10d,dap_only,Uniform,300,20%,2,75.39162467945648
2,10d,dap_only,Uniform,300,20%,3,72.62806111600985
2,10d,dap_only,Uniform,300,20%,4,69.08971992173743
2,10d,dap_only,Uniform,300,20%,5,74.7124169318083
2,10d,dap_only,Uniform,300,20%,6,74.21951548574418
2,10d,dap_only,Uniform,300,20%,7,73.95533900610606
2,10d,dap_only,Uniform,300,20%,8,73.87952593986653
2,10d,dap_only,Uniform,300,20%,9,75.13320197814245
2,10d,dap_only,Uniform,300,30%,0,72.92723182485729
2,10d,dap_only,Uniform,300,30%,1,75.25834826719763
2,10d,dap_only,Uniform,300,30%,2,74.38267663130235
2,10d,dap_only,Uniform,300,30%,3,73.73976951290624
2,10d,dap_only,Uniform,300,30%,4,75.2944570540633
2,10d,dap_only,Uniform,300,30%,5,74.05958851116185
2,10d,dap_only,Uniform,300,30%,6,73.12543016020673
2,10d,dap_only,Uniform,300,30%,7,74.27508401642854
2,10d,dap_only,Uniform,300,30%,8,72.86309229599904
2,10d,dap_only,Uniform,300,30%,9,72.82632966657597
2,10d,dap_only,Uniform,400,10%,0,72.55629257204264
2,10d,dap_only,Uniform,400,10%,1,72.63718563968344
2,10d,dap_only,Uniform,400,10%,2,74.56870744564803
2,10d,dap_only,Uniform,400,10%,3,71.63390723193464
2,10d,dap_only,Uniform,400,10%,4,75.59049155412698
2,10d,dap_only,Uniform,400,10%,5,74.51232656379098
2,10d,dap_only,Uniform,400,10%,6,73.67975740527935
2,10d,dap_only,Uniform,400,10%,7,73.2158382394289
2,10d,dap_only,Uniform,400,10%,8,72.07778562709765
2,10d,dap_only,Uniform,400,10%,9,73.44528966835647
2,10d,dap_only,Uniform,400,20%,0,73.46014050552179
2,10d,dap_only,Uniform,400,20%,1,74.97507441439015
2,10d,dap_only,Uniform,400,20%,2,73.71284221631106
2,10d,dap_only,Uniform,400,20%,3,73.29564504908127
2,10d,dap_only,Uniform,400,20%,4,75.22407045295319
2,10d,dap_only,Uniform,400,20%,5,75.0205456579555
2,10d,dap_only,Uniform,400,20%,6,75.0592852192386
2,10d,dap_only,Uniform,400,20%,7,73.0940858585103
2,10d,dap_only,Uniform,400,20%,8,71.55269776688289
2,10d,dap_only,Uniform,400,20%,9,74.39348822062432
2,10d,dap_only,Uniform,400,30%,0,75.50596738210054
2,10d,dap_only,Uniform,400,30%,1,72.21336960198735
2,10d,dap_only,Uniform,400,30%,2,73.97436767747213
2,10d,dap_only,Uniform,400,30%,3,71.30208633047282
2,10d,dap_only,Uniform,400,30%,4,72.57437293889537
2,10d,dap_only,Uniform,400,30%,5,75.54603079857993
2,10d,dap_only,Uniform,400,30%,6,71.67793979825284
2,10d,dap_only,Uniform,400,30%,7,73.65487915830212
2,10d,dap_only,Uniform,400,30%,8,75.28760419513567
2,10d,dap_only,Uniform,400,30%,9,72.57477658358042
2,10d,fpr_only,Uniform,200,10%,0,71.47610720945268
2,10d,fpr_only,Uniform,200,10%,1,72.80329914003367
2,10d,fpr_only,Uniform,200,10%,2,72.62228235685834
2,10d,fpr_only,Uniform,200,10%,3,71.73579952438524
2,10d,fpr_only,Uniform,200,10%,4,70.29564256894194
2,10d,fpr_only,Uniform,200,10%,5,71.30586465631401
2,10d,fpr_only,Uniform,200,10%,6,71.94725917389309
2,10d,fpr_only,Uniform,200,10%,7,73.41671314618097
2,10d,fpr_only,Uniform,200,10%,8,72.57519104754272
2,10d,fpr_only,Uniform,200,10%,9,71.13486736012365
2,10d,fpr_only,Uniform,200,20%,0,73.97448214236883
2,10d,fpr_only,Uniform,200,20%,1,73.42103031547863
2,10d,fpr_only,Uniform,200,20%,2,70.95636337490438
2,10d,fpr_only,Uniform,200,20%,3,70.12170185363803
2,10d,fpr_only,Uniform,200,20%,4,72.39106615915637
2,10d,fpr_only,Uniform,200,20%,5,73.20111070426853
2,10d,fpr_only,Uniform,200,20%,6,70.42800391723439
2,10d,fpr_only,Uniform,200,20%,7,73.8316739077583
2,10d,fpr_only,Uniform,200,20%,8,71.30597088008874
2,10d,fpr_only,Uniform,200,20%,9,69.79310395030294
2,10d,fpr_only,Uniform,200,30%,0,71.91358990827052
2,10d,fpr_only,Uniform,200,30%,1,69.28919599819231
2,10d,fpr_only,Uniform,200,30%,2,74.11035756094473
2,10d,fpr_only,Uniform,200,30%,3,72.27720836696011
2,10d,fpr_only,Uniform,200,30%,4,71.44004781402869
2,10d,fpr_only,Uniform,200,30%,5,73.43349886675965
2,10d,fpr_only,Uniform,200,30%,6,72.58861119704112
2,10d,fpr_only,Uniform,200,30%,7,72.27820086793187
2,10d,fpr_only,Uniform,200,30%,8,71.82456784230547
2,10d,fpr_only,Uniform,200,30%,9,73.17433859341334
2,10d,fpr_only,Uniform,300,10%,0,71.46345052888864
2,10d,fpr_only,Uniform,300,10%,1,71.99191192362446
2,10d,fpr_only,Uniform,300,10%,2,72.55897710278754
2,10d,fpr_only,Uniform,300,10%,3,69.77482161286794
2,10d,fpr_only,Uniform,300,10%,4,74.40974927861734
2,10d,fpr_only,Uniform,300,10%,5,71.9415844569772
2,10d,fpr_only,Uniform,300,10%,6,71.78888185159244
2,10d,fpr_only,Uniform,300,10%,7,73.39907028589646
2,10d,fpr_only,Uniform,300,10%,8,73.34526203738375
2,10d,fpr_only,Uniform,300,10%,9,70.79809300133088
2,10d,fpr_only,Uniform,300,20%,0,73.08315204854294
2,10d,fpr_only,Uniform,300,20%,1,71.76506598789831
2,10d,fpr_only,Uniform,300,20%,2,72.40102079056804
2,10d,fpr_only,Uniform,300,20%,3,72.72564252326472
2,10d,fpr_only,Uniform,300,20%,4,71.70708981752475
2,10d,fpr_only,Uniform,300,20%,5,73.35092422392447
2,10d,fpr_only,Uniform,300,20%,6,71.79840135923068
2,10d,fpr_only,Uniform,300,20%,7,70.56284522415386
2,10d,fpr_only,Uniform,300,20%,8,73.26744158696498
2,10d,fpr_only,Uniform,300,20%,9,70.43363148333084
2,10d,fpr_only,Uniform,300,30%,0,71.24752216157744
2,10d,fpr_only,Uniform,300,30%,1,71.93190810743353
2,10d,fpr_only,Uniform,300,30%,2,72.85119948066588
2,10d,fpr_only,Uniform,300,30%,3,71.4589425403589
2,10d,fpr_only,Uniform,300,30%,4,71.25848763202232
2,10d,fpr_only,Uniform,300,30%,5,72.80181438305674
2,10d,fpr_only,Uniform,300,30%,6,71.12821268421051
2,10d,fpr_only,Uniform,300,30%,7,72.57673952216298
2,10d,fpr_only,Uniform,300,30%,8,73.17793719626607
2,10d,fpr_only,Uniform,300,30%,9,72.29053999365007
2,10d,fpr_only,Uniform,400,10%,0,72.12157906764938
2,10d,fpr_only,Uniform,400,10%,1,72.56485155305309
2,10d,fpr_only,Uniform,400,10%,2,71.94168678470847
2,10d,fpr_only,Uniform,400,10%,3,71.38785546918257
2,10d,fpr_only,Uniform,400,10%,4,71.00113194895941
2,10d,fpr_only,Uniform,400,10%,5,72.02016183279589
2,10d,fpr_only,Uniform,400,10%,6,71.9360308605734
2,10d,fpr_only,Uniform,400,10%,7,70.78147066988109
2,10d,fpr_only,Uniform,400,10%,8,71.29340887548237
2,10d,fpr_only,Uniform,400,10%,9,71.73869272908895
2,10d,fpr_only,Uniform,400,20%,0,71.06361813843972
2,10d,fpr_only,Uniform,400,20%,1,71.36696668566375
2,10d,fpr_only,Uniform,400,20%,2,72.3422844113796
2,10d,fpr_only,Uniform,400,20%,3,71.42346257959882
2,10d,fpr_only,Uniform,400,20%,4,70.8683133919077
2,10d,fpr_only,Uniform,400,20%,5,71.20580995538334
2,10d,fpr_only,Uniform,400,20%,6,70.13743415804532
2,10d,fpr_only,Uniform,400,20%,7,71.25963869035489
2,10d,fpr_only,Uniform,400,20%,8,73.89541833271396
2,10d,fpr_only,Uniform,400,20%,9,71.35555673784648
2,10d,fpr_only,Uniform,400,30%,0,73.11396610609894
2,10d,fpr_only,Uniform,400,30%,1,71.6274811243472
2,10d,fpr_only,Uniform,400,30%,2,71.04954495825203
2,10d,fpr_only,Uniform,400,30%,3,70.96114643361544
2,10d,fpr_only,Uniform,400,30%,4,71.54348568773302
2,10d,fpr_only,Uniform,400,30%,5,71.94635232518763
2,10d,fpr_only,Uniform,400,30%,6,72.05275614468675
2,10d,fpr_only,Uniform,400,30%,7,72.23226136355353
2,10d,fpr_only,Uniform,400,30%,8,71.72567291963594
2,10d,fpr_only,Uniform,400,30%,9,69.90826245650857
2,10d,baseline_lhac,Uniform,200,10%,0,69.0277766060857
2,10d,baseline_lhac,Uniform,200,10%,1,69.22868308641189
2,10d,baseline_lhac,Uniform,200,10%,2,69.24389143101882
2,10d,baseline_lhac,Uniform,200,10%,3,65.1147043644568
2,10d,baseline_lhac,Uniform,200,10%,4,66.85219658104634
2,10d,baseline_lhac,Uniform,200,10%,5,68.40293987634408
2,10d,baseline_lhac,Uniform,200,10%,6,69.54748816452194
2,10d,baseline_lhac,Uniform,200,10%,7,69.04521142116975
2,10d,baseline_lhac,Uniform,200,10%,8,66.73586449389686
2,10d,baseline_lhac,Uniform,200,10%,9,67.43010043365851
2,10d,baseline_lhac,Uniform,200,20%,0,68.59018823741006
2,10d,baseline_lhac,Uniform,200,20%,1,67.31125316357371
2,10d,baseline_lhac,Uniform,200,20%,2,69.12913717933971
2,10d,baseline_lhac,Uniform,200,20%,3,69.84966085612375
2,10d,baseline_lhac,Uniform,200,20%,4,67.96933241177555
2,10d,baseline_lhac,Uniform,200,20%,5,68.2957648633758
2,10d,baseline_lhac,Uniform,200,20%,6,67.62281195955983
2,10d,baseline_lhac,Uniform,200,20%,7,71.60909709309351
