perturb_type,level,pattern,size,twotc,seed,method,completion,tardy
proc_noise,0.15,Uniform,200,10%,0,lhac,97.0482898004247,2.1999068431625877
proc_noise,0.15,Uniform,200,10%,0,gamip,82.97876914324208,6.34282356940797
proc_noise,0.15,Uniform,200,10%,1,lhac,98.14934669582107,2.3707072348945335
proc_noise,0.15,Uniform,200,10%,1,gamip,82.03857321166294,5.836843661009233
proc_noise,0.15,Uniform,200,10%,2,lhac,96.59537817584386,2.4467697135188518
proc_noise,0.15,Uniform,200,10%,2,gamip,81.44777395867526,6.898911988852934
proc_noise,0.15,Uniform,200,10%,3,lhac,96.53729459464644,2.0152719470212155
proc_noise,0.15,Uniform,200,10%,3,gamip,81.22198290957607,7.6501541435912195
proc_noise,0.15,Uniform,200,10%,4,lhac,96.96951701175242,2.26307271529208
proc_noise,0.15,Uniform,200,10%,4,gamip,81.41691195137578,6.2030253363146945
proc_noise,0.15,Uniform,200,10%,5,lhac,96.71767632821184,2.1937092318268197
proc_noise,0.15,Uniform,200,10%,5,gamip,80.86369526313126,6.526424587884525
proc_noise,0.15,Uniform,200,10%,6,lhac,96.32670991607382,1.8343408355808253
proc_noise,0.15,Uniform,200,10%,6,gamip,84.38228591572205,6.726672402464179
proc_noise,0.15,Uniform,200,10%,7,lhac,97.36548080096273,2.57383329874946
proc_noise,0.15,Uniform,200,10%,7,gamip,82.082106035246,5.7779869379066655
proc_noise,0.15,Uniform,200,10%,8,lhac,98.2401072066225,2.385830218924926
proc_noise,0.15,Uniform,200,10%,8,gamip,81.07805963682755,6.6049821640499475
proc_noise,0.15,Uniform,200,10%,9,lhac,96.78635079861647,2.1086690851674685
proc_noise,0.15,Uniform,200,10%,9,gamip,80.90659566464784,4.804454155254494
proc_noise,0.15,Uniform,200,20%,0,lhac,96.86554418928468,2.422298917946465
proc_noise,0.15,Uniform,200,20%,0,gamip,81.47845538990128,7.001544553708901
proc_noise,0.15,Uniform,200,20%,1,lhac,97.80138011867015,2.11972829287367
proc_noise,0.15,Uniform,200,20%,1,gamip,83.07302941519414,7.576217608382407
proc_noise,0.15,Uniform,200,20%,2,lhac,97.5930280775749,2.251656856457688
proc_noise,0.15,Uniform,200,20%,2,gamip,82.18573362368394,6.680692638583145
proc_noise,0.15,Uniform,200,20%,3,lhac,97.38012824365505,1.8562094655536503
proc_noise,0.15,Uniform,200,20%,3,gamip,81.16341304670314,6.644287049947481
proc_noise,0.15,Uniform,200,20%,4,lhac,97.1629736520522,1.8408913184251552
proc_noise,0.15,Uniform,200,20%,4,gamip,81.72151140124635,6.8534788783936955
proc_noise,0.15,Uniform,200,20%,5,lhac,97.8749156999532,2.0858990845168663
proc_noise,0.15,Uniform,200,20%,5,gamip,82.40532493518904,6.618771051906969
proc_noise,0.15,Uniform,200,20%,6,lhac,98.07255168663094,2.1838860839115775
proc_noise,0.15,Uniform,200,20%,6,gamip,82.01393556399212,4.956272712480988
proc_noise,0.15,Uniform,200,20%,7,lhac,97.80146427538781,2.3241749255201163
proc_noise,0.15,Uniform,200,20%,7,gamip,81.45079772387874,6.838840501673572
proc_noise,0.15,Uniform,200,20%,8,lhac,97.27026697567669,2.6009047513536556
proc_noise,0.15,Uniform,200,20%,8,gamip,81.03775958063555,5.681899197666223
proc_noise,0.15,Uniform,200,20%,9,lhac,96.94378716525308,2.234694523251944
proc_noise,0.15,Uniform,200,20%,9,gamip,80.57126112581805,7.126624896620964
proc_noise,0.15,Uniform,200,30%,0,lhac,97.21642234637497,2.3655486667636665
proc_noise,0.15,Uniform,200,30%,0,gamip,82.99668536946342,6.396263632999289
proc_noise,0.15,Uniform,200,30%,1,lhac,96.74151371136755,2.3198030803841942
proc_noise,0.15,Uniform,200,30%,1,gamip,82.45223899384563,5.764377124934414
proc_noise,0.15,Uniform,200,30%,2,lhac,98.30852339175553,2.345899795387326
proc_noise,0.15,Uniform,200,30%,2,gamip,81.94223551795542,7.2510943856836185
proc_noise,0.15,Uniform,200,30%,3,lhac,96.08945447544406,2.231429452449953
proc_noise,0.15,Uniform,200,30%,3,gamip,81.9013420883294,5.19212955800177
proc_noise,0.15,Uniform,200,30%,4,lhac,96.84047915427095,2.445823952931807
proc_noise,0.15,Uniform,200,30%,4,gamip,81.35464265613383,5.759123117079743
proc_noise,0.15,Uniform,200,30%,5,lhac,98.01594773954555,2.466115651474853
proc_noise,0.15,Uniform,200,30%,5,gamip,83.20190627667125,6.929303681596901
proc_noise,0.15,Uniform,200,30%,6,lhac,97.4731505641876,2.3193586614433914
proc_noise,0.15,Uniform,200,30%,6,gamip,81.39270579084032,7.104740620263913
proc_noise,0.15,Uniform,200,30%,7,lhac,96.8859221634631,2.284226301772075
proc_noise,0.15,Uniform,200,30%,7,gamip,81.91396158295404,7.457372145184107
proc_noise,0.15,Uniform,200,30%,8,lhac,97.2549559410047,2.5908783637201633
proc_noise,0.15,Uniform,200,30%,8,gamip,81.77295470368139,7.137551208798287
proc_noise,0.15,Uniform,200,30%,9,lhac,97.3310232174083,2.2585358159024773
proc_noise,0.15,Uniform,200,30%,9,gamip,80.58125318626517,5.06018629598646
proc_noise,0.15,Uniform,300,10%,0,lhac,96.5383712626751,2.4277429180410763
proc_noise,0.15,Uniform,300,10%,0,gamip,82.36345400729786,6.602986607364396
proc_noise,0.15,Uniform,300,10%,1,lhac,97.25944887425045,2.197153168821557
proc_noise,0.15,Uniform,300,10%,1,gamip,80.97995052028682,5.567595371093033
proc_noise,0.15,Uniform,300,10%,2,lhac,96.78635679436027,2.54024452919579
proc_noise,0.15,Uniform,300,10%,2,gamip,83.35622629008013,6.4496866215914315
proc_noise,0.15,Uniform,300,10%,3,lhac,96.95912230651228,2.2052038783877697
proc_noise,0.15,Uniform,300,10%,3,gamip,83.06137182333192,6.713225722708406
proc_noise,0.15,Uniform,300,10%,4,lhac,97.57618830642132,1.991628567175531
proc_noise,0.15,Uniform,300,10%,4,gamip,82.33158628944257,7.485139018468626
proc_noise,0.15,Uniform,300,10%,5,lhac,97.16770113745467,1.9794698989837443
proc_noise,0.15,Uniform,300,10%,5,gamip,80.91312439822022,7.184684666531617
proc_noise,0.15,Uniform,300,10%,6,lhac,96.4039113233641,1.9898020300025525
proc_noise,0.15,Uniform,300,10%,6,gamip,82.09229382209251,6.558210560614594
proc_noise,0.15,Uniform,300,10%,7,lhac,98.00989084570818,2.286636188346139
proc_noise,0.15,Uniform,300,10%,7,gamip,83.12661541255477,6.0523500431578805
proc_noise,0.15,Uniform,300,10%,8,lhac,97.9293250310094,2.2584632206153747
proc_noise,0.15,Uniform,300,10%,8,gamip,81.0463803699766,6.008306251596417
proc_noise,0.15,Uniform,300,10%,9,lhac,96.1696083790936,2.4673606621402846
proc_noise,0.15,Uniform,300,10%,9,gamip,80.33029681628878,5.812181416703223
proc_noise,0.15,Uniform,300,20%,0,lhac,97.6067019009373,2.565694442984059
proc_noise,0.15,Uniform,300,20%,0,gamip,83.77825938344223,6.697259104642493
proc_noise,0.15,Uniform,300,20%,1,lhac,97.89546794635021,2.3984997715650027
proc_noise,0.15,Uniform,300,20%,1,gamip,82.8771544242971,7.613242491320619
proc_noise,0.15,Uniform,300,20%,2,lhac,97.41025507638577,2.320525633528052
proc_noise,0.15,Uniform,300,20%,2,gamip,81.30659735071691,6.313320476855548
proc_noise,0.15,Uniform,300,20%,3,lhac,97.29732469459563,2.128049668546078
proc_noise,0.15,Uniform,300,20%,3,gamip,81.92999944482254,6.367444227458356
proc_noise,0.15,Uniform,300,20%,4,lhac,96.1934802212661,2.0857538393388086
proc_noise,0.15,Uniform,300,20%,4,gamip,79.48366875722415,6.085509182892093
proc_noise,0.15,Uniform,300,20%,5,lhac,96.3007253617394,2.4349530010378833
proc_noise,0.15,Uniform,300,20%,5,gamip,82.65078528154255,7.488595429506635
proc_noise,0.15,Uniform,300,20%,6,lhac,96.45813531500995,2.4735672029858544
proc_noise,0.15,Uniform,300,20%,6,gamip,80.3325643651865,6.6697718844522775
proc_noise,0.15,Uniform,300,20%,7,lhac,96.28483072283429,2.188369643946419
proc_noise,0.15,Uniform,300,20%,7,gamip,80.3783844588843,6.473323204493359
proc_noise,0.15,Uniform,300,20%,8,lhac,96.72485705189344,1.9980037907939119
proc_noise,0.15,Uniform,300,20%,8,gamip,80.78361378404777,7.025097656491082
proc_noise,0.15,Uniform,300,20%,9,lhac,97.85607244932447,2.2375904515284444
proc_noise,0.15,Uniform,300,20%,9,gamip,81.11880512486883,5.371458554552458
proc_noise,0.15,Uniform,300,30%,0,lhac,97.10009866712623,2.5171198558560683
proc_noise,0.15,Uniform,300,30%,0,gamip,81.48270406435628,8.596629813517787
proc_noise,0.15,Uniform,300,30%,1,lhac,97.29249190445151,2.4285785436664757
proc_noise,0.15,Uniform,300,30%,1,gamip,82.17199581527696,7.177099015300255
proc_noise,0.15,Uniform,300,30%,2,lhac,97.02921228190793,2.1535241216919947
proc_noise,0.15,Uniform,300,30%,2,gamip,84.85589165926757,7.4427165874719226
proc_noise,0.15,Uniform,300,30%,3,lhac,97.658185192174,2.293850174785232
proc_noise,0.15,Uniform,300,30%,3,gamip,83.03898045214228,6.905390302480666
proc_noise,0.15,Uniform,300,30%,4,lhac,97.92305636162938,2.344632883379629
proc_noise,0.15,Uniform,300,30%,4,gamip,83.61648596315332,6.292313581125929
proc_noise,0.15,Uniform,300,30%,5,lhac,96.81798460538134,2.176667172666745
proc_noise,0.15,Uniform,300,30%,5,gamip,82.90347980573358,6.808001682729397
proc_noise,0.15,Uniform,300,30%,6,lhac,97.25940617238547,2.279669740226707
proc_noise,0.15,Uniform,300,30%,6,gamip,80.30977372836747,5.539187959047497
proc_noise,0.15,Uniform,300,30%,7,lhac,96.98631361025758,2.1963609966423037
proc_noise,0.15,Uniform,300,30%,7,gamip,80.53307290048214,7.206825772194304
proc_noise,0.15,Uniform,300,30%,8,lhac,96.93577943084843,2.173942605802777
proc_noise,0.15,Uniform,300,30%,8,gamip,82.53523192899102,7.686649060785145
proc_noise,0.15,Uniform,300,30%,9,lhac,96.82747752811696,2.3462449397138605
proc_noise,0.15,Uniform,300,30%,9,gamip,81.90696123203199,7.8950132273610825
proc_noise,0.15,Uniform,400,10%,0,lhac,98.2905372474347,2.4146190582199636
proc_noise,0.15,Uniform,400,10%,0,gamip,81.7227534006466,6.922647493332822
proc_noise,0.15,Uniform,400,10%,1,lhac,97.46927544691928,2.407264329377072
proc_noise,0.15,Uniform,400,10%,1,gamip,82.16855775568983,8.535234345629725
proc_noise,0.15,Uniform,400,10%,2,lhac,97.01117283461288,2.5933615667029115
proc_noise,0.15,Uniform,400,10%,2,gamip,81.79330063680283,7.036673397785385
proc_noise,0.15,Uniform,400,10%,3,lhac,97.3347157516129,2.2052079528298965
proc_noise,0.15,Uniform,400,10%,3,gamip,83.91488410936444,6.336304047619529
proc_noise,0.15,Uniform,400,10%,4,lhac,97.40042957687002,2.0715611793707507
proc_noise,0.15,Uniform,400,10%,4,gamip,82.22397709027327,7.908122606511937
proc_noise,0.15,Uniform,400,10%,5,lhac,96.87375243347122,2.582946170180194
proc_noise,0.15,Uniform,400,10%,5,gamip,84.22665311577083,6.9198374445465
proc_noise,0.15,Uniform,400,10%,6,lhac,97.25238448952821,2.237134889969286
proc_noise,0.15,Uniform,400,10%,6,gamip,82.56686231594986,6.7859521022323195
proc_noise,0.15,Uniform,400,10%,7,lhac,96.38115371466276,2.3103779813354905
proc_noise,0.15,Uniform,400,10%,7,gamip,82.78517908581235,6.718123042390142
proc_noise,0.15,Uniform,400,10%,8,lhac,96.46596613526091,2.2273183301902604
proc_noise,0.15,Uniform,400,10%,8,gamip,82.23327826533031,8.437225783822331
proc_noise,0.15,Uniform,400,10%,9,lhac,97.87202880956137,2.212936218416033
proc_noise,0.15,Uniform,400,10%,9,gamip,81.62354900135387,6.483088401781805
proc_noise,0.15,Uniform,400,20%,0,lhac,97.27622494715924,2.0337570782253183
proc_noise,0.15,Uniform,400,20%,0,gamip,81.66837482173939,6.718092622093158
proc_noise,0.15,Uniform,400,20%,1,lhac,97.25420993596029,2.1616222202305515
proc_noise,0.15,Uniform,400,20%,1,gamip,81.18389142837944,6.17512873833171
proc_noise,0.15,Uniform,400,20%,2,lhac,97.5994614015871,2.2397578816627384
proc_noise,0.15,Uniform,400,20%,2,gamip,80.29784756034955,6.740967842098604
proc_noise,0.15,Uniform,400,20%,3,lhac,97.67604836000923,2.3110541917209644
proc_noise,0.15,Uniform,400,20%,3,gamip,82.32300778383983,6.350210182368543
proc_noise,0.15,Uniform,400,20%,4,lhac,96.99057660909442,2.207175068914804
proc_noise,0.15,Uniform,400,20%,4,gamip,84.2096085184663,6.1185192456814885
proc_noise,0.15,Uniform,400,20%,5,lhac,97.27676821975764,2.4886381736312195
proc_noise,0.15,Uniform,400,20%,5,gamip,81.33530866890902,6.169099285194383
proc_noise,0.15,Uniform,400,20%,6,lhac,98.64531212644091,2.17160137929994
proc_noise,0.15,Uniform,400,20%,6,gamip,82.33183487057832,5.941246718697937
proc_noise,0.15,Uniform,400,20%,7,lhac,97.84872449778001,2.3778430450870838
proc_noise,0.15,Uniform,400,20%,7,gamip,82.57693216949798,5.541674511128942
proc_noise,0.15,Uniform,400,20%,8,lhac,96.6811190654922,2.135987499845917
proc_noise,0.15,Uniform,400,20%,8,gamip,83.3269338121359,6.529041023034074
proc_noise,0.15,Uniform,400,20%,9,lhac,96.19434238820531,2.2304185465888686
proc_noise,0.15,Uniform,400,20%,9,gamip,83.89754233246776,6.382025480618945
proc_noise,0.15,Uniform,400,30%,0,lhac,97.30539244694708,2.3231133848419967
proc_noise,0.15,Uniform,400,30%,0,gamip,81.61738738729795,7.7962155464825
proc_noise,0.15,Uniform,400,30%,1,lhac,97.79514840360422,2.18994859757927
proc_noise,0.15,Uniform,400,30%,1,gamip,80.51475639248255,8.012748807828336
proc_noise,0.15,Uniform,400,30%,2,lhac,97.96462285837744,2.331008066706533
proc_noise,0.15,Uniform,400,30%,2,gamip,82.7575545709579,5.828517834165964
proc_noise,0.15,Uniform,400,30%,3,lhac,97.1205274287674,2.183570255004099
proc_noise,0.15,Uniform,400,30%,3,gamip,79.91866016461931,6.51605954946085
proc_noise,0.15,Uniform,400,30%,4,lhac,96.75299766569721,2.555188133734897
proc_noise,0.15,Uniform,400,30%,4,gamip,81.75580842078844,5.876444070160771
proc_noise,0.15,Uniform,400,30%,5,lhac,98.00621565375035,2.332088780264815
proc_noise,0.15,Uniform,400,30%,5,gamip,80.12572261514859,5.935747761984844
proc_noise,0.15,Uniform,400,30%,6,lhac,97.4806441641416,2.2516887070105938
proc_noise,0.15,Uniform,400,30%,6,gamip,83.24958991290148,7.350576602633495
proc_noise,0.15,Uniform,400,30%,7,lhac,96.47998449081939,2.5858354037360667
proc_noise,0.15,Uniform,400,30%,7,gamip,81.01506691272057,7.935646025056133
proc_noise,0.15,Uniform,400,30%,8,lhac,97.06578592857281,2.282195413832483
proc_noise,0.15,Uniform,400,30%,8,gamip,82.54633773118123,7.474973939778616
proc_noise,0.15,Uniform,400,30%,9,lhac,97.21544344712225,2.458772474788256
proc_noise,0.15,Uniform,400,30%,9,gamip,81.48766168549241,7.214893077404276
proc_noise,0.2,Uniform,200,10%,0,lhac,95.71947904150687,2.8756406611824197
proc_noise,0.2,Uniform,200,10%,0,gamip,67.12914563048676,11.054562053962037
proc_noise,0.2,Uniform,200,10%,1,lhac,96.38726231052746,2.7986922152154703
proc_noise,0.2,Uniform,200,10%,1,gamip,68.46089970644215,11.60938218866432
proc_noise,0.2,Uniform,200,10%,2,lhac,95.60099016088033,2.8047540789721483
proc_noise,0.2,Uniform,200,10%,2,gamip,66.69923832999622,12.5584604093778
proc_noise,0.2,Uniform,200,10%,3,lhac,95.39093846124958,2.5596039494834852
proc_noise,0.2,Uniform,200,10%,3,gamip,71.35667369134886,11.480995390053018
proc_noise,0.2,Uniform,200,10%,4,lhac,95.53975138052114,2.7865622877036227
proc_noise,0.2,Uniform,200,10%,4,gamip,68.34064502060252,11.377624069869807
proc_noise,0.2,Uniform,200,10%,5,lhac,95.43233200126949,2.702731523144105
proc_noise,0.2,Uniform,200,10%,5,gamip,65.77715213028219,11.7334437911839
proc_noise,0.2,Uniform,200,10%,6,lhac,95.02934518103518,2.9000595395836513
proc_noise,0.2,Uniform,200,10%,6,gamip,68.91757210130733,11.309845962751421
proc_noise,0.2,Uniform,200,10%,7,lhac,96.15933130524607,2.971318674861342
proc_noise,0.2,Uniform,200,10%,7,gamip,69.84759308456117,11.432510749903217
proc_noise,0.2,Uniform,200,10%,8,lhac,95.21346307582066,3.2265661466810394
proc_noise,0.2,Uniform,200,10%,8,gamip,69.07063153977916,11.003969170511436
proc_noise,0.2,Uniform,200,10%,9,lhac,95.50626645085222,2.9141623269545116
proc_noise,0.2,Uniform,200,10%,9,gamip,68.65841474529957,10.88954852731995
proc_noise,0.2,Uniform,200,20%,0,lhac,95.0700617994751,2.9380382227803445
proc_noise,0.2,Uniform,200,20%,0,gamip,68.94459819438393,13.023166217804976
proc_noise,0.2,Uniform,200,20%,1,lhac,95.48270167057062,2.691880610809723
proc_noise,0.2,Uniform,200,20%,1,gamip,68.56153109457172,12.456484800225166
proc_noise,0.2,Uniform,200,20%,2,lhac,95.84661088266618,2.8794186424870754
proc_noise,0.2,Uniform,200,20%,2,gamip,68.49927400255139,12.470765202119685
proc_noise,0.2,Uniform,200,20%,3,lhac,96.75774140631049,2.5138005397656658
proc_noise,0.2,Uniform,200,20%,3,gamip,66.81684647360488,11.26572978116665
proc_noise,0.2,Uniform,200,20%,4,lhac,95.93096276874992,3.1019417306235244
proc_noise,0.2,Uniform,200,20%,4,gamip,67.36188174785202,13.424812543487183
proc_noise,0.2,Uniform,200,20%,5,lhac,95.46928485154515,3.1067339147677626
proc_noise,0.2,Uniform,200,20%,5,gamip,68.01334077436854,13.47007296193042
proc_noise,0.2,Uniform,200,20%,6,lhac,95.65091802187483,2.729818407973181
proc_noise,0.2,Uniform,200,20%,6,gamip,65.77778904374873,11.142499316747701
proc_noise,0.2,Uniform,200,20%,7,lhac,95.87276947966446,2.930414310289497
proc_noise,0.2,Uniform,200,20%,7,gamip,66.25719086628065,12.914099791099625
proc_noise,0.2,Uniform,200,20%,8,lhac,96.6194248625125,2.39042158912884
proc_noise,0.2,Uniform,200,20%,8,gamip,68.97690829645875,11.692065322523314
proc_noise,0.2,Uniform,200,20%,9,lhac,95.10757426012555,2.759670673241419
proc_noise,0.2,Uniform,200,20%,9,gamip,66.50210368895975,11.979380341982727
proc_noise,0.2,Uniform,200,30%,0,lhac,96.11268314146804,2.6427356597010463
proc_noise,0.2,Uniform,200,30%,0,gamip,68.93811160268653,10.775267335137833
proc_noise,0.2,Uniform,200,30%,1,lhac,96.02195193954576,2.8071445508211315
proc_noise,0.2,Uniform,200,30%,1,gamip,67.33560386677249,13.57367839220883
proc_noise,0.2,Uniform,200,30%,2,lhac,95.37671214525496,2.7028182620811223
proc_noise,0.2,Uniform,200,30%,2,gamip,69.55714266775206,12.25375226048278
proc_noise,0.2,Uniform,200,30%,3,lhac,95.67091738059301,2.4307021151298063
proc_noise,0.2,Uniform,200,30%,3,gamip,67.5385609147835,12.652997793507557
proc_noise,0.2,Uniform,200,30%,4,lhac,96.3346259883759,3.0064082793287596
proc_noise,0.2,Uniform,200,30%,4,gamip,65.75737976370905,11.491282048550545
proc_noise,0.2,Uniform,200,30%,5,lhac,95.46696700560256,2.837829538951989
proc_noise,0.2,Uniform,200,30%,5,gamip,69.00714207077982,12.369552606227753
proc_noise,0.2,Uniform,200,30%,6,lhac,95.84902748911946,2.831765810285187
proc_noise,0.2,Uniform,200,30%,6,gamip,70.07942666545385,12.292717690943439
proc_noise,0.2,Uniform,200,30%,7,lhac,95.26602710887168,2.6576139121513744
proc_noise,0.2,Uniform,200,30%,7,gamip,67.4682842557925,11.739999080547346
proc_noise,0.2,Uniform,200,30%,8,lhac,95.84433370979527,2.672814454517723
proc_noise,0.2,Uniform,200,30%,8,gamip,70.19510395154879,10.42080244245447
proc_noise,0.2,Uniform,200,30%,9,lhac,96.09541150731211,2.6752468965489395
proc_noise,0.2,Uniform,200,30%,9,gamip,69.65597738696617,11.66429765466595
proc_noise,0.2,Uniform,300,10%,0,lhac,96.6731193943457,3.17828473709966
proc_noise,0.2,Uniform,300,10%,0,gamip,68.82124062538959,12.864694811764702
proc_noise,0.2,Uniform,300,10%,1,lhac,95.08986707324611,2.6284603717743615
proc_noise,0.2,Uniform,300,10%,1,gamip,70.16502827305597,12.714958632590003
proc_noise,0.2,Uniform,300,10%,2,lhac,95.81843133848675,2.9931968468620207
proc_noise,0.2,Uniform,300,10%,2,gamip,67.95893776407833,10.582187817670693
proc_noise,0.2,Uniform,300,10%,3,lhac,96.88623765736368,3.0766507443669777
proc_noise,0.2,Uniform,300,10%,3,gamip,68.86570308975486,12.31103000739861
proc_noise,0.2,Uniform,300,10%,4,lhac,95.75715042379196,3.1099202043556735
proc_noise,0.2,Uniform,300,10%,4,gamip,71.21023978222503,11.779256020163224
proc_noise,0.2,Uniform,300,10%,5,lhac,95.7980552457659,2.677466511963794
proc_noise,0.2,Uniform,300,10%,5,gamip,68.89853631968259,13.362987302017972
proc_noise,0.2,Uniform,300,10%,6,lhac,95.60267033099102,3.046922190295649
proc_noise,0.2,Uniform,300,10%,6,gamip,67.56265847404318,11.429744509260056
proc_noise,0.2,Uniform,300,10%,7,lhac,96.06471427457053,2.680818583852234
proc_noise,0.2,Uniform,300,10%,7,gamip,68.23277893522418,11.498981871953399
proc_noise,0.2,Uniform,300,10%,8,lhac,95.28252660387422,2.72699227278621
proc_noise,0.2,Uniform,300,10%,8,gamip,67.62078042869445,13.008404967191884
proc_noise,0.2,Uniform,300,10%,9,lhac,95.14838408480522,2.583179355653663
proc_noise,0.2,Uniform,300,10%,9,gamip,70.70784411422447,11.519623781336712
proc_noise,0.2,Uniform,300,20%,0,lhac,95.74504026942513,2.628870040132931
proc_noise,0.2,Uniform,300,20%,0,gamip,66.31956275111105,10.670050013004232
proc_noise,0.2,Uniform,300,20%,1,lhac,95.32184749795894,3.2651394892729284
proc_noise,0.2,Uniform,300,20%,1,gamip,68.95900808442748,11.896558079251198
proc_noise,0.2,Uniform,300,20%,2,lhac,96.54917202377852,2.549810170775417
proc_noise,0.2,Uniform,300,20%,2,gamip,68.98917018263433,11.215446602390143
proc_noise,0.2,Uniform,300,20%,3,lhac,95.77549995267181,3.0384250802910353
proc_noise,0.2,Uniform,300,20%,3,gamip,71.10947341595188,12.279348894650933
proc_noise,0.2,Uniform,300,20%,4,lhac,95.04636194902199,3.0913787911331823
proc_noise,0.2,Uniform,300,20%,4,gamip,67.29869734275329,11.02709961557268
proc_noise,0.2,Uniform,300,20%,5,lhac,96.33648780963419,3.0102956975652404
proc_noise,0.2,Uniform,300,20%,5,gamip,69.27952867733786,11.295583831650312
proc_noise,0.2,Uniform,300,20%,6,lhac,95.16560125397108,2.5832006491887394
proc_noise,0.2,Uniform,300,20%,6,gamip,67.98175461036331,11.713870015026771
proc_noise,0.2,Uniform,300,20%,7,lhac,95.88552973943081,3.2435776006234818
proc_noise,0.2,Uniform,300,20%,7,gamip,67.93505193616647,11.726722019071312
proc_noise,0.2,Uniform,300,20%,8,lhac,96.0131153700176,3.0612955636119463
proc_noise,0.2,Uniform,300,20%,8,gamip,68.2947322653708,12.87254694546721
proc_noise,0.2,Uniform,300,20%,9,lhac,95.7419128743833,2.6893189424306896
proc_noise,0.2,Uniform,300,20%,9,gamip,68.14117536781828,13.353366624218754
proc_noise,0.2,Uniform,300,30%,0,lhac,94.80461311991172,2.8897580493832953
proc_noise,0.2,Uniform,300,30%,0,gamip,68.56691389993892,11.221559394957314
proc_noise,0.2,Uniform,300,30%,1,lhac,95.82502135323887,2.932110581208904
proc_noise,0.2,Uniform,300,30%,1,gamip,68.81439237881675,11.551956208405768
proc_noise,0.2,Uniform,300,30%,2,lhac,95.11890443718409,2.8189049048185204
proc_noise,0.2,Uniform,300,30%,2,gamip,68.4496416514406,11.978740430509212
proc_noise,0.2,Uniform,300,30%,3,lhac,96.1034626354277,2.5262224357725174
proc_noise,0.2,Uniform,300,30%,3,gamip,66.97854145356096,12.368652017307612
proc_noise,0.2,Uniform,300,30%,4,lhac,96.89595893400116,3.041083717088855
proc_noise,0.2,Uniform,300,30%,4,gamip,68.61638806024467,11.935952459163127
proc_noise,0.2,Uniform,300,30%,5,lhac,95.89195930426709,2.4676719021530626
proc_noise,0.2,Uniform,300,30%,5,gamip,70.93359835813703,13.438538373401572
proc_noise,0.2,Uniform,300,30%,6,lhac,96.11243465279762,2.9353161326846466
proc_noise,0.2,Uniform,300,30%,6,gamip,67.55275882579006,12.232450464525542
proc_noise,0.2,Uniform,300,30%,7,lhac,95.82532907789339,2.7596534557209376
proc_noise,0.2,Uniform,300,30%,7,gamip,68.21743264353738,11.479132394931304
proc_noise,0.2,Uniform,300,30%,8,lhac,95.18055557794897,3.259952011574483
proc_noise,0.2,Uniform,300,30%,8,gamip,67.65529425459512,13.696830743147348
proc_noise,0.2,Uniform,300,30%,9,lhac,95.92650951184865,3.1466369394454756
proc_noise,0.2,Uniform,300,30%,9,gamip,69.99773713515592,10.344968304814502
proc_noise,0.2,Uniform,400,10%,0,lhac,95.84867840562565,2.556076581532814
proc_noise,0.2,Uniform,400,10%,0,gamip,67.79706492487304,11.158113731113431
proc_noise,0.2,Uniform,400,10%,1,lhac,95.94986825173069,2.7801260326618844
proc_noise,0.2,Uniform,400,10%,1,gamip,68.1801998366983,11.047567191027502
proc_noise,0.2,Uniform,400,10%,2,lhac,94.9655327730964,3.128927130973196
proc_noise,0.2,Uniform,400,10%,2,gamip,68.60354763751545,12.137726966643225
proc_noise,0.2,Uniform,400,10%,3,lhac,95.50601076515373,2.8100482464724332
proc_noise,0.2,Uniform,400,10%,3,gamip,68.13749542792675,11.861918025290622
proc_noise,0.2,Uniform,400,10%,4,lhac,96.2784786590411,2.7033967158844625
proc_noise,0.2,Uniform,400,10%,4,gamip,68.21808181416161,11.67713855752643
proc_noise,0.2,Uniform,400,10%,5,lhac,95.88604609956388,2.675495786930046
proc_noise,0.2,Uniform,400,10%,5,gamip,70.78733158051453,12.049010196296228
proc_noise,0.2,Uniform,400,10%,6,lhac,95.8423160341187,3.0785878505707767
proc_noise,0.2,Uniform,400,10%,6,gamip,68.57982648877535,10.440864267126969
proc_noise,0.2,Uniform,400,10%,7,lhac,96.45721488389627,2.8491138301265524
proc_noise,0.2,Uniform,400,10%,7,gamip,67.36991858138796,12.216600242240057
proc_noise,0.2,Uniform,400,10%,8,lhac,95.93467336786658,3.072379217917043
proc_noise,0.2,Uniform,400,10%,8,gamip,69.2305384377512,11.77811848502207
proc_noise,0.2,Uniform,400,10%,9,lhac,96.38036676409087,2.7928179957923427
proc_noise,0.2,Uniform,400,10%,9,gamip,69.25517242281792,12.289987703681412
proc_noise,0.2,Uniform,400,20%,0,lhac,96.29336632051155,2.917958720184783
proc_noise,0.2,Uniform,400,20%,0,gamip,69.02558051016375,11.762346848455685
proc_noise,0.2,Uniform,400,20%,1,lhac,96.43490015618063,2.547585688725537
proc_noise,0.2,Uniform,400,20%,1,gamip,68.04151362484039,12.491619536677579
proc_noise,0.2,Uniform,400,20%,2,lhac,95.98639384494764,2.7740331982812902
proc_noise,0.2,Uniform,400,20%,2,gamip,70.15565931318771,12.221987766387564
proc_noise,0.2,Uniform,400,20%,3,lhac,97.18868886547249,2.8602135678374836
proc_noise,0.2,Uniform,400,20%,3,gamip,70.05777200431334,12.149556803068904
proc_noise,0.2,Uniform,400,20%,4,lhac,96.54346692890637,2.260605917873444
proc_noise,0.2,Uniform,400,20%,4,gamip,69.39742982654367,12.85025206364654
